"id","status","type","severity","area","files","linux_evidence","windows_abdul_status","fix_or_plan","validation","next_action"
"BUG-044","open","correctness/concurrency","high","dormant divided-cover resume corruption","src/backend/cpp/verify.cpp; docs/CODEBASE-HANDBOOK.md","Discovered while mapping the verification chapter","UpdateCover's Divide visitor launches four parallel branches but branches 1 through 3 all recurse through child 0 and write cover0; this races on cover0 and leaves cover1 cover2 cover3 empty","Recorded as dormant because public check_cover check_small_cover and getEmpties currently start from cover::Empty and saved-cover loading is disabled under #if 0","Source inspection and exact quadrant table in handbook Section 14.29.5","Before re-enabling resume route each quarter to the matching child/output; validate saved polygon precision and assignment metadata; add serialized-versus-parallel four-quadrant fixtures and cover save/load round trips under ThreadSanitizer where supported"
"BUG-045","open","correctness/search","high","Vary3 native periodicity tolerance","src/backend/cpp/vary3.cpp; src/java/billiards/vary/Vary3.java; docs/CODEBASE-HANDBOOK.md","Retained Java reference uses OFFSET 0.05","Native Vary3 uses OFFSET 0.000005 so its preliminary SideSum gate is 10000 times narrower and can silently omit candidates that the Java algorithm would classify","Documented exact candidate predicate and a numerical counterexample without changing production code","Source comparison in handbook Section 14.27.2","Establish intended tolerance with known-coordinate golden candidate sets; restore parity or derive a scale-aware bound; test values on both sides of each threshold"
"BUG-046","open","correctness/search","critical","Vary4 stale subtree beam test","src/backend/cpp/vary4.cpp; src/java/billiards/vary/Vary4.java; docs/CODEBASE-HANDBOOK.md","Java tests currentBilliard.between(perfectAngle)","Native iterateFireAway4 tests the fixed worker-root billiard instead of frame.cbilliard; descendant beam bounds have changed so valid codes can be rejected and infeasible codes admitted","Documented the current-node candidate contract and C++/Java divergence without changing production code","Source comparison in handbook Section 14.27.3","Test frame.cbilliard.between; add a depth-two fixture whose child interval differs from its subtree root and compare complete candidate sets across Java and native implementations"
"BUG-047","open","concurrency/cancellation","high","Vary4 shared cancel reset race","src/backend/cpp/vary4.cpp; src/backend/headers/utils.hpp; docs/CODEBASE-HANDBOOK.md","Discovered during source-level Vary concurrency rewrite","Every Vary4 worker calls iterateFireAway4 and clears the process-wide cancel flag; a worker that starts after cancellation can erase the request and continue long computation","Documented operation and worker boundaries without changing production code","Source inspection in handbook Section 14.27.3","Reset once in fireAway4 before posting tasks and only load in workers; add repeated cancel-during-startup tests with one and many workers and assert bounded completion latency"
"BUG-048","open","correctness/geometry","critical","Vary4 discarded vector differences","src/backend/cpp/triangle_billiard4.cpp; src/backend/cpp/triangle_billiard.cpp; src/java/billiards/geometry/TriangleBilliard4.java; docs/CODEBASE-HANDBOOK.md","Java assigns vertexC.sub trailStart and end.sub candidate to new vectors","Native Vector2D::sub returns a value but Vary4 getNext and both reconfigure branches discard it; visibility and worst-line angles use absolute endpoints rather than point differences throughout branch pruning and beam maintenance","Documented value semantics intended equations and each affected branch without changing production code","Source comparison and derivation in handbook Sections 14.26.1 and 14.26.4","Assign every subtraction result; add direct angle/trail fixtures with translated coordinates; compare branch availability beam bounds and complete Vary4 candidate sets against Java"
"BUG-049","open","correctness/search","high","Vary4 pre-frontier dead-end loss","src/backend/cpp/vary4.cpp; src/java/billiards/vary/Vary4.java; docs/CODEBASE-HANDBOOK.md","Java makeStarts emits a current node when both directions end before maxDepth","Native recursive makeStarts returns no start when both getNext branches are empty below splitDepth so that node never receives the candidate test","Documented split-frontier construction and missing leaf behavior without changing production code","Source comparison in handbook Section 14.27.3","Emit every terminal node exactly once; add early-dead-end fixtures at each split depth and compare one-worker versus multi-worker candidate sets"
"BUG-050","open","build/api","medium","VaryCS declaration definition mismatch","src/backend/headers/vary_cs.hpp; src/backend/cpp/vary_cs.cpp; docs/CODEBASE-HANDBOOK.md","Discovered during native interface inventory","Header declares an eight-argument iterateFireAwayCS2 without reqType and get_stack_limit with no definition while the cpp defines only a nine-argument iterator; external callers of advertised declarations fail at link time","Documented why the current internal call still builds without changing production code","Source inspection in handbook Section 14.27.4","Declare the implemented signature or make the iterator translation-unit-private and remove unused declarations; add a compile/link smoke test that includes the public header"
"BUG-051","open","correctness/testing","medium","native unfolded-vector equality tolerances","src/backend/cpp/triangle_billiard.cpp; docs/CODEBASE-HANDBOOK.md","Discovered during source-level geometry rewrite","Vector2D::equals uses thresholds 1e9 and 1e12 and TriangleBilliard::equals uses 1e9 for side and orientation; almost every application value compares equal and the method also prints to stdout","Documented as currently diagnostic/dormant without changing production code","Source inspection in handbook Sections 14.26.1-14.26.2","Replace with exact equality or explicitly named scale-aware approximate comparison; remove output side effect; add equal near unequal and nonfinite unit cases before using it in any algorithm"
"BUG-052","open","build/api","medium","incomplete half-triple proof API","src/backend/headers/common.hpp; src/backend/cpp/common.cpp; src/backend/cpp/verify.cpp; src/backend/headers/cover/cover.hpp; docs/CODEBASE-HANDBOOK.md","Discovered during source-level cover proof rewrite","common.hpp declares one-sided factor removal half-triple positivity unstable positivity corner positivity and a CoverAll HalfTriple visitor with no definitions; cover::Cover excludes HalfTriple and current calls remain in unused helpers which masks link failures from normal paths","Documented every declared active and dormant half-triple boundary without changing production code","Source inspection and repository-wide definition search in handbook Sections 14.28.2 14.28.4 and 14.29.2","Remove dead declarations or implement a coherent half-triple proof and variant contract; add a public-header compile/link test and direct half-triple fixtures before activating any helper"
"BUG-053","open","correctness/interval-proof","high","triple stable polygon omission","src/backend/cpp/common.cpp; src/backend/headers/common.hpp; docs/CODEBASE-HANDBOOK.md","Confirmed by disabled checks and TODO comments during cover proof rewrite","single positivity requires square containment in the open stable bounding polygon because equations were removed earlier but triple positivity comments out both stable polygon checks and assumes factored equations alone suffice over the whole square; an outside square may therefore receive a triple proof under a weaker contract","Documented the exact triple conjunction and difference from single proof without changing production code","Source derivation in handbook Section 14.28.5","Prove that factor removal makes each stable polygon redundant or restore a certified union/subset topology check; construct squares outside each stable polygon with positive retained quotients and compare against direct full inequalities"
"BUG-054","open","correctness/underflow","high","dormant resumed-cover depth wraparound","src/backend/cpp/verify.cpp; docs/CODEBASE-HANDBOOK.md","Discovered during UpdateCover source-order rewrite","UpdateCover's Divide visitor subtracts one from unsigned mags_left without checking zero; a resumed divided cover at requested depth zero wraps to UINT32_MAX and can trigger effectively unbounded subdivision after reaching an empty child","Recorded as dormant alongside disabled saved-cover loading without changing production code","Source inspection in handbook Section 14.29.5","Define whether max depth is absolute or additional; guard existing-depth traversal without unsigned subtraction; add saved covers deeper than equal to and shallower than requested depth"
"BUG-055","open","concurrency/artifacts","high","cover fixed-directory write race","src/backend/cpp/verify.cpp; src/backend/cpp/cover/save.cpp; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Discovered by tracing all cover entry points Java admission locks and persistence writers","ordinary cover getEmpties final cycles and ALL revalidation write the same relative cover directory while small-cover runs share small_cover and every save_holes ignores its directory to overwrite tmp/holes.txt; Java serializes Vary and MRR but has no cover artifact lock so concurrent operations can interleave sidecars tree holes and info from different calculations","Documented every writer prefix format and distinction between proof result and artifact success without changing production code","Source inspection in handbook Sections 14.29.6-14.29.10 and 14.30.6-14.30.7","Give each operation an atomic run directory or serialize publication; write to a temporary directory and atomically replace a complete manifest-checked set; add concurrent manual cover small cover CycleVary and ALL artifact consistency tests"
"BUG-056","open","correctness/coordinates","high","small-cover fraction round trip through double","src/backend/cpp/verify.cpp; docs/CODEBASE-HANDBOOK.md","Discovered during small-cover parser rewrite","parse_fraction_to_double converts exact-looking n/d bounds to binary double before ClosedRectangleQ converts them back to Rational; cover certification therefore applies to slightly shifted exact binary boundaries rather than the mathematical fractions entered by the user","Documented parsing conversion and proof-domain consequence without changing production code","Source derivation and 1/10 example in handbook Section 14.29.8","Parse numerator and denominator directly into Rational with full-token validation; add non-dyadic positive negative large and zero-denominator bounds and assert exact saved square round trips"
"OPT-011","open","concurrency/performance","high","cover pooled connection lifetime","src/backend/cpp/verify.cpp; src/backend/cpp/database.cpp; docs/CODEBASE-HANDBOOK.md","Found while checking whether ARCH-001 covered all expensive native paths","getEmpties check_cover check_small_cover and check_cover_all keep a PooledConnection alive after proof data is loaded and throughout recursive TBB cover computation reporting and file output; concurrent AutoVary and storage work can wait for an idle SQLite handle","Documented ownership scopes without changing production code","Source inspection in handbook Sections 14.29.6-14.29.10","Load immutable proof data in a short connection scope and release before recursion; reacquire only for later database work; benchmark pool wait time during concurrent cover and AutoVary"
"OPT-012","open","correctness/completeness","medium","unstable endpoint intersection over-pruning","src/backend/headers/geometry/algorithms.hpp; src/backend/cpp/common.cpp; docs/CODEBASE-HANDBOOK.md","Discovered while deriving the triple segment proof","special_intersection returns Empty for an otherwise nontrivial rectangle/open-segment intersection whenever the clipped result retains either original endpoint because its result variant cannot express half-open segments; triple proof then declines cells that may have a substantial valid unstable interior","Documented as conservative failure rather than a false proof","Source inspection in handbook Section 14.28.5","Represent endpoint topology or evaluate a certified interior enclosure; add segment wholly inside one-endpoint-inside crossing and endpoint-touch fixtures and measure avoided subdivision"
"BUG-057","open","correctness/artifact-validation","medium","cover tree trailing-token acceptance","src/backend/cpp/cover/load.cpp; docs/CODEBASE-HANDBOOK.md","Discovered during cover persistence grammar rewrite","load_cover parses and returns one valid prefix tree but never checks iterator exhaustion; arbitrary truncated-generation or appended tokens after the root are silently ignored so corruption can survive loading","Documented the exact prefix grammar and missing end condition without changing production code","Source inspection in handbook Sections 14.30.10-14.30.11","Expose iterator exhaustion and require it after the root; add empty premature-end unknown-token out-of-range and valid-root-plus-suffix fixtures"
"BUG-058","open","stability/artifact-input","medium","unbounded recursive cover serialization","src/backend/cpp/cover/load.cpp; src/backend/cpp/cover/save.cpp; docs/CODEBASE-HANDBOOK.md","Discovered during recursive disk-format rewrite","parse_cover_recursive and CoverSaver recurse once per divided-tree depth without a format depth or node limit; a hostile or extreme saved cover can exhaust the native stack or memory before producing a controlled error","Documented recursion and trust boundary without changing production code","Source inspection in handbook Section 14.30.7 and 14.30.10","Use an explicit stack or enforce depth and node limits derived from trusted metadata; add deep-chain and oversized-tree rejection tests"
"OPT-013","open","memory/performance","low","Divide child variant copies","src/backend/headers/cover/cover.hpp; docs/CODEBASE-HANDBOOK.md","Discovered during recursive cover ownership rewrite","cover::Divide accepts four rvalue Cover parameters but passes the named lvalues to Quarters by value without std::move causing avoidable recursive variant copies before storage; shared inner pointers keep semantics correct","Documented ownership and copy path without changing production code","Source inspection in handbook Section 14.30.5","Move each named cover into Quarters or accept Quarters directly; benchmark large cover construction and verify serialization equality"
"BUG-059","open","correctness","medium","database diagnostic stream target","src/backend/headers/database/viewer.hpp; docs/CODEBASE-HANDBOOK.md","Found while tracing canonical Stable and Unstable output","Both stream insertion operators write each equation to global std::cout rather than their supplied ostream; file and string captures lose equations while normal terminal output receives an unexpected side effect","Documented both operators and their unaffected SQL conversion path without changing production code","Source inspection in handbook Sections 14.31.5-14.31.6","Write equations to os; add ostringstream tests that assert complete output and no stdout emission"
"BUG-060","open","correctness","high","MRR stable proof polygon midpoint conversion","src/backend/cpp/database/viewer.cpp; src/backend/cpp/database.cpp; src/backend/cpp/common.cpp; docs/CODEBASE-HANDBOOK.md","Found while tracing MRR row conversion through the stable cover positivity predicate","MRR stable polygon vertices are reduced from certified intervals to float64 midpoints then reconstructed as Rational after division by pi/2; containment proof uses that displaced polygon even though it is not a certified inner enclosure and can therefore admit an unproven square","Documented the representation boundary and left production behavior unchanged","Source derivation in handbook Sections 14.31.7 and 14.31.10","Persist exact rational geometry or a certified inward enclosure for MRR proof; add boundary cases whose interval midpoint rounds toward and away from the true polygon"
"BUG-061","open","correctness","high","duplicate-stable aggregate returns only last result","src/backend/cpp/database.cpp; src/backend/cpp/verify.cpp; docs/CODEBASE-HANDBOOK.md","Found while tracing set-level duplicate diagnostics","get_triple_infos_duplicate_stables and get_triple_infos_half_duplicate_stables overwrite their accumulator for every item and return only the final triple result; earlier detected duplicates can be reported as absent","Documented the iteration and return contract without changing production code","Source inspection in handbook Section 14.31.14","Define all-any or per-triple diagnostic output; aggregate intentionally and add empty one two and conflicting multi-triple fixtures"
"OPT-014","open","performance","high","cold ALL cache stampede","src/backend/cpp/database.cpp; docs/CODEBASE-HANDBOOK.md","Found while following mrr=false loading through concurrent callers","Each concurrent cold ensure_*_all_in_database request can observe polygon empty calculate the same expensive ALL data and serialize an update because calculation has no per-key coordination","Documented the cache sentinel and connection behavior without changing production code","Source inspection in handbook Section 14.31.13","Use a per-code calculation gate or transactional claim then benchmark concurrent cold and warm ALL requests for duplicate work and pool wait time"
"BUG-062","open","concurrency","high","SQLite busy retry hot spin","src/backend/headers/sqlite.hpp; docs/CODEBASE-HANDBOOK.md","Found while tracing every statement execution path used by parallel MRR and cover work","Statement::exec and Statement::step retry SQLITE_BUSY in an unbounded tight loop with no busy timeout sleep cancellation or writer queue; contention can pin workers at full CPU until a lock clears","Documented the retry contract and its caller consequences without changing production code","Source inspection in handbook Sections 14.32.3 and 14.32.7","Install a bounded busy handler or timeout with cancellation-aware retry/backoff; record retries and duration; load-test concurrent writers and long readers"
"BUG-063","open","concurrency","medium","ConnectionPool size observer data race","src/backend/headers/sqlite.hpp; docs/CODEBASE-HANDBOOK.md","Found while reviewing pool synchronization boundaries","ConnectionPool::curr_size reads std::queue::size without the mutex while borrow and unborrow modify that queue under the mutex; concurrent diagnostic or scheduling use is undefined behavior","Documented as currently uncalled but publicly exposed without changing production code","Source inspection in handbook Section 14.32.5","Lock through a mutable mutex or expose an atomic tracked count; add ThreadSanitizer coverage with concurrent borrow return and observation"
"BUG-064","open","stability/resource","medium","SQLite failed-open handle leak","src/backend/headers/sqlite.hpp; docs/CODEBASE-HANDBOOK.md","Found during Database constructor ownership review","sqlite3_open_v2 may return a nonnull partially initialized handle with an error but Database throws without closing it because sqlite3_close is commented out; repeated open failures can leak native resources","Documented the exceptional ownership path without changing production code","Source inspection in handbook Section 14.32.4","Capture the error message close any returned handle then throw; add a repeated invalid-open leak/handle-count regression test"
"BUG-065","open","api/error-reporting","high","inconsistent native cover failure channel","src/backend/cpp/wrapper.cpp; src/backend/headers/wrapper.hpp; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while tracing JNA status and backend_last_error ownership","cover_wrapper small_cover_wrapper get_not_filled_coordinates and duplicate/ALL cover exports catch only runtime_error print to stderr and return -1 without clearing or recording backend_error_message; Boost conversion and other exception types can also cross extern C; Java therefore cannot reliably distinguish the current native failure from stale or absent error text","Documented each ABI outcome without changing production code","Source inspection in handbook Sections 14.33.2-14.33.6","Adopt one noexcept ABI guard for every export that clears records all std exceptions and unknown exceptions initializes outputs and returns a documented status; add JNA failure tests for null bad numeric and backend errors on repeated calls"
"BUG-066","open","concurrency","medium","derived-picture duplicate insert race","src/backend/cpp/wrapper.cpp; src/backend/cpp/database/viewer.cpp; docs/CODEBASE-HANDBOOK.md","Found while comparing ordinary and left/right-derived cache-miss save paths","Concurrent load_picture_lr or Expando requests can both observe a missing derived code calculate it and call the plain derived INSERT; one then fails with a uniqueness error after redundant expensive work whereas ordinary primary save uses INSERT OR IGNORE","Documented the distinct provenance insert semantics without changing production code","Source inspection in handbook Section 14.34.2","Use a single conflict policy and validate equal payloads; add concurrent same-derived-code JNA tests with status and artifact assertions"
"BUG-067","open","correctness/diagnostic","high","gradient radius repeats y-derivative bound","src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found while deriving the wrapper gradient radius calculation","equation_stuff_first_only prints bounds for F_x and F_y but returns bound(F_y)+bound(F_y); calculate_gradient uses that incorrect quantity to form both candidate radii and can report a misleading diagnostic minimum","Documented formula and non-proof status without changing production code","Source inspection in handbook Section 14.34.5","Use bound(F_x)+bound(F_y) if that is the intended norm and add asymmetric derivative equations with hand-computed expected radii"
"OPT-015","open","concurrency/performance","high","ALL information exports retain pooled connection","src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found while comparing load_picture's short scopes with ALL-info exports","load_all_equations load_info_all and load_slope_info borrow a SQLite connection then perform expensive native equation generation before return; parallel requests can starve UI/database operations despite no SQLite activity","Documented resource scopes without changing production code","Source inspection in handbook Section 14.34.3","Load initial angles in a short scope release before calculation and benchmark concurrent ALL info plus MRR picture requests"
"BUG-068","open","stability/native-memory","high","JNA picture/info construction leak","src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while comparing ordinary MRR conversion branches with ALL conversion finally blocks","loadPicture loadPictureLR and loadInfo allocate native C structures then construct Java Picture or Info before cleanup without a finally; a constructor exception leaks every allocated native char buffer","Documented ownership transfer paths without changing production code","Source inspection in handbook Section 14.35.4","Wrap Java model construction in try/finally cleanup and add fault-injection/null-pointer JNA structure tests with native allocation tracking"
"BUG-069","open","api/error-reporting","high","ordinary cover wrapper erases native failure","src/java/billiards/wrapper/Wrapper.java; src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found while mapping native -1 statuses to Java caller-visible values","stringResultOrEmpty maps a native -1 from ordinary cover small cover or empty-coordinate calls to an empty Java string rather than an exception; backend failure is indistinguishable from a legitimate empty report","Documented status mapping without changing production code","Source inspection in handbook Section 14.35.3","Throw a native error with captured same-thread backend detail on -1 and reserve empty string for successful empty reports; add failure and empty-result JNA tests"
"BUG-070","open","stability/lifetime","high","ConnectionPool destroy is not idempotent","src/java/billiards/wrapper/ConnectionPool.java; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while tracing raw pointer ownership across Java destroy and C++ delete","ConnectionPool.destroy calls native delete but retains the final nonnull pointer so a second destroy or any later operation can use freed native memory; no closed state or join requirement is enforced","Documented lifecycle precondition without changing production code","Source inspection in handbook Sections 14.35.1 and 14.35.7","Make pointer mutable/nullable or use an atomic closed state reject later use and coordinate shutdown with all active operations; add double-destroy/use-after-destroy tests"
"BUG-071","open","correctness/java-contract","medium","Java value-object equals throws for unrelated types","src/java/billiards/codeseq/Storage.java; src/java/billiards/codeseq/CodeSequence.java; src/java/billiards/codeseq/ClassifiedCodeSequence.java; src/java/billiards/database/LeftRight.java; src/java/billiards/geometry/Vector2.java; src/java/billiards/geometry/Interval.java; src/java/billiards/geometry/Rectangle.java; src/java/billiards/geometry/LineSegment.java; src/java/billiards/geometry/ConvexPolygon.java; docs/CODEBASE-HANDBOOK.md","Found while reviewing Java value identity used by candidate collections source-order code objects and geometry","Storage CodeSequence ClassifiedCodeSequence LeftRight Vector2 Interval Rectangle LineSegment and ConvexPolygon each cast Object directly without null or instanceof checks so comparing any of them to null or a different type throws ClassCastException rather than returning false; this violates the Object equality contract and can destabilize generic collections/debugging","Expanded the documented scope without changing production code","Source inspection in handbook Sections 14.59-14.65","Use this==obj then instanceof of the relevant class before comparison; add null unrelated type symmetric and hash collection tests for every affected value object"
"OPT-016","open","performance/concurrency","medium","Java storage cache duplicate miss work","src/java/billiards/database/Database.java; docs/CODEBASE-HANDBOOK.md","Found while tracing synchronized cache scopes through Wrapper's serialized native MRR calls","loadStorage checks the cache twice but releases it before native work so multiple same-code callers can all miss queue through NATIVE_MRR_LOCK and calculate/reload sequentially before each stores the same entry","Documented correctness-preserving duplicate work without changing production code","Source inspection in handbook Section 14.37.3","Store an in-flight CompletableFuture per code or hold a per-key claim; benchmark same-code concurrent AutoVary requests and assert one native calculation"
"BUG-072","open","correctness/geometry","high","Java convex polygon validator does not validate convexity","src/java/billiards/geometry/ConvexPolygon.java; docs/CODEBASE-HANDBOOK.md","Found while deriving the floating polygon construction predicate","giftWrapCheck never updates current beyond vertex zero and tests angle > pi even though acos returns at most pi; zero-length edges can also yield NaN that passes through, so nonconvex or degenerate input can be accepted as ConvexPolygon","Documented display-versus-proof boundary without changing production code","Source inspection in handbook Section 14.40","Replace with consecutive-edge cross-product sign validation plus finite/nonzero edge checks; add convex concave collinear repeated-vertex and NaN fixtures"
"BUG-073","open","stability/native-memory","medium","gradient two-string export leaks on partial allocation","src/backend/cpp/wrapper.cpp; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while tracing calculate_gradient's two sequential to_cstr allocations","calculate_gradient assigns cstring->string before allocating cstring2->string; if the second allocation throws the runtime-error handler returns -1 without freeing the first allocation, and Java skips its success-only cleanup branch","Documented ownership failure without changing production code","Source inspection in handbook Section 14.47.5","Allocate both strings into local pointers, delete the first if the second fails, then publish both; add an allocation-failure test or native allocation counter assertion"
"BUG-074","open","api/error-reporting","high","ALL information facade erases native failure","src/java/billiards/wrapper/Wrapper.java; src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found while tracing loadAllEquation and loadInfoAll status branches","load_all_equations and load_info_all normally return 1 or -1, but Java maps -1 to Optional.empty after stderr-only logging; it also maps a CInfoAll conversion NullPointerException to empty, so failure is indistinguishable from a successful absent result","Documented failure/status contract without changing production code","Source inspection in handbook Section 14.52.3","After cleanup, throw a native failure on -1 and conversion failure; reserve Optional.empty for an explicitly documented successful absence and add JNA load/error fixtures"
"BUG-075","open","abi/correctness","critical","Java gradient return type mismatches C++ ABI","src/java/billiards/wrapper/Wrapper.java; src/backend/headers/wrapper.hpp; src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found by comparing the JNA declaration with the extern C declaration and definition","Java declares calculate_gradient as returning int while C++ returns float64_t; JNA therefore marshals the wrong return ABI and Java's -1 status test can read an invalid result","Documented ABI mismatch without changing production code","Source inspection in handbook Section 14.54.3","Make the Java declaration double or intentionally change the native ABI to int32_t, update all callers, and add JNA success plus forced-failure tests that assert exact returned status"
"BUG-076","open","correctness/result-integrity","medium","Java Vary parser silently drops unclassifiable numeric rows","src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while tracing parseNativeCodeSequences after native text parsing","numeric Vary rows that parse as int arrays but cause Utils.convert to return Optional.empty are skipped by ifPresent without incrementing badLines or reporting a failure; Java can present fewer candidates than native serialized","Documented parser/result contract without changing production code","Source inspection in handbook Section 14.55","Treat an empty classification as a malformed native line, report the source line/reason, and add numeric-but-invalid code fixtures plus count-preservation tests"
"BUG-077","open","correctness/unimplemented-api","medium","deleteBaseFromDatabase is a silent no-op","src/java/billiards/database/Database.java; docs/CODEBASE-HANDBOOK.md","Found while completing the Java legacy JDBC source order","public deleteBaseFromDatabase accepts a classified base and database name but has an empty body, performs no deletion, and provides no status; a future caller could believe a base record was removed when nothing changed","Documented unimplemented API without changing production code","Source inspection in handbook Section 14.58.1; no current call sites found","Either remove the API or define exactly which table/related rows it deletes, implement a transactional result contract, and add no-row one-row related-row plus concurrent-use tests"
"BUG-078","open","correctness/dead-prototype","medium","AutoVary discards generated codes and erases cover errors","src/java/billiards/vary/AutoVary.java; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while completing the Java Vary source order","AutoVary.recurseFireAway builds a local codes list but never adds it to its codesFound parameter, so its public fireaway result is always empty; it also treats Wrapper.coverWrapper's empty string as coverage even though BUG-069 permits native failure to become empty","Documented disabled prototype without changing production code","Source inspection in handbook Section 14.69; all current CoverWindow construction/call sites are commented out","Keep it disabled or define whether it returns discovered codes or a cover artifact; add codesFound aggregation and an error-distinguishing cover result before enabling, then test covered uncovered outside-polygon and native-failure squares"
"BUG-079","open","concurrency/cancellation","medium","legacy Java Vary interruption can spin after root backtrack","src/java/billiards/vary/VaryCS.java; src/java/billiards/vary/Vary3.java; src/java/billiards/vary/Vary4.java; docs/CODEBASE-HANDBOOK.md","Found while tracing iterative DFS cutoff and cancellation control flow","When Thread.currentThread().isInterrupted is true the top-of-loop cutoff calls doneIteration and continue; after it pops the root it keeps skipping the ordinary empty-stack break, so legacy Java Vary workers can loop against empty stacks or fail instead of returning promptly; Vary4 also lacks a finally shutdown and interrupt restoration around futures","Documented legacy path without changing production code","Source inspection in handbook Section 14.68; current typed menu paths delegate to native Vary wrappers","At the cutoff, break when stacks become empty and return partial/empty results with an explicit cancellation state; put Vary4 executor shutdown in finally restore caller interrupt and add cancellation-at-root cancellation-mid-search plus worker-failure tests"
"BUG-080","open","correctness/numeric-range","medium","CoverSquare dyadic depth silently overflows","src/java/billiards/math/CoverSquare.java; docs/CODEBASE-HANDBOOK.md","Found while deriving the dyadic refinement representation","CoverSquare.radius shifts int literal 1 by a byte denominator so Java masks the shift count and can return an invalid radius at deep refinement; numerator doubling can overflow long and the byte denominator wraps with no guard","Documented prototype range limit without changing production code","Source inspection in handbook Section 14.70; current AutoVary call sites are disabled","Validate a maximum depth below every int-shift long-numerator and byte limit or use Math.scalb and checked long arithmetic with an int denominator; add boundary-depth and rejected-too-deep tests"
"BUG-081","open","api/error-reporting","high","findCodes3 returns partial candidates after native Vary task failure","src/java/billiards/viewer/BoyanMenu.java; docs/CODEBASE-HANDBOOK.md","Found while tracing menu-level Vary futures and their native wrapper calls","In the non-CS branch findCodes3 catches InterruptedException or ExecutionException prints a stack trace and continues to return whatever other futures supplied; callers cannot distinguish a partial candidate set from a successful search","Documented current menu path without changing production code","Source inspection in handbook Section 14.71","Cancel remaining futures restore interrupt when relevant and return or throw an explicit failed/cancelled result; add one-success-one-failure native Vary task fixtures and assert no partial set is presented as complete"
"BUG-082","open","resource/concurrency","medium","V4 menu action leaks an unused outer executor","src/java/billiards/viewer/BoyanMenu.java; docs/CODEBASE-HANDBOOK.md","Found while following the V4 button through findCodes4","The V4 button creates an ExecutorService and passes it to varyTriangles version 4 but findCodes4 creates its own executor or calls native Vary4 directly; the outer executor receives no task and is never shut down","Documented current menu path without changing production code","Source inspection in handbook Section 14.71","Remove the outer executor for version 4 or shut it down in finally; add repeated V4 invocation thread-count/leak regression coverage"
"BUG-083","open","correctness/dispatch","high","findCodes4 CS-only test omits ONS selection","src/java/billiards/viewer/BoyanMenu.java; docs/CODEBASE-HANDBOOK.md","Found while comparing the type-array predicate with the documented index order","findCodes4 tests !types[0] twice and never tests !types[3], so selecting CS and ONS can incorrectly dispatch only three VaryCS calls instead of native Vary4 for the mixed request","Documented current menu path without changing production code","Source inspection in handbook Section 14.71","Replace the duplicate !types[0] with !types[3]; add one test for every primary type combination around CS and ONS"
"BUG-084","open","correctness/search-range","high","override AutoVary never increases non-CS upper bound","src/java/billiards/viewer/BoyanMenu.java; docs/CODEBASE-HANDBOOK.md","Found while tracing the per-type AutoVary empty-result iteration","The override AutoVary initializes OSstep to zero then updates it with OSstep += OSstep, leaving it zero forever; after an empty search it repeats the same non-CS upper bound despite the requested step","Documented current menu path without changing production code","Source inspection in handbook Section 14.71","Increment OSstep by step or set it from the intended next bound; add empty-first-then-hit fixtures that assert both CS and non-CS ranges advance"
"BUG-085","open","correctness/configuration","medium","splitUp output option cannot be safely enabled","src/java/billiards/viewer/BoyanMenu.java; docs/CODEBASE-HANDBOOK.md","Found while tracing the compile-time false output branch","When static final splitUp is changed to true the branch appends into splitCodes without initialization; the documented configuration flag therefore does not compile or run as intended","Documented dormant output path without changing production code","Source inspection in handbook Section 14.71","Initialize splitCodes before the type loop and add output-order tests with splitUp enabled; remove the flag if the mode is intentionally unsupported"
"BUG-086","open","concurrency/cancellation","high","closing a progress dialog does not request native cancellation","src/java/billiards/viewer/Progress.java; src/java/billiards/viewer/ProgressWithStatus.java; src/java/billiards/viewer/ProgressMultiTask.java; docs/CODEBASE-HANDBOOK.md","Found while comparing window-close and Cancel-button handlers","Each Cancel-button handler calls Wrapper.backend_cancel before Java cancellation, but each stage close-request handler only invokes requestCancel; an in-flight native Vary call can continue after its modal window is closed","Documented the split cancellation contract without changing production code","Source inspection in handbook Section 14.74; typed menu Vary reaches the native global cancellation lane","Make close-request invoke the same cancellation helper as the button or explicitly label it hide-only; test a blocking native Vary fixture through button cancel and window-manager close, asserting both request backend cancellation and terminate without artifact loss"
